Dates,NiKKEI,FTSE100,S&P500
12/02/2003,8664.17,3616.12,818.68
13/02/2003,8599.66,3610.82,817.37
14/02/2003,8701.92,3611.9,834.89
17/02/2003,8771.89,3692.37,834.89
18/02/2003,8692.97,3729.54,851.17
19/02/2003,8678.44,3658.3,845.13
20/02/2003,8650.92,3687.25,837.1
21/02/2003,8513.54,3727.11,848.17
24/02/2003,8564.95,3701.84,832.58
25/02/2003,8360.49,3621.47,838.57
26/02/2003,8356.81,3593.29,827.55
27/02/2003,8359.38,3569.88,837.28
28/02/2003,8363.04,3655.58,841.15
03/03/2003,8490.4,3684.67,834.81
04/03/2003,8480.22,3625.34,821.99
05/03/2003,8472.62,3563.54,829.85
06/03/2003,8369.15,3555.42,822.1
07/03/2003,8144.12,3491.59,828.89
10/03/2003,8042.26,3436.05,807.48
11/03/2003,7862.43,3452.73,800.73
12/03/2003,7943.04,3287.04,804.19
13/03/2003,7868.56,3486.9,831.9
14/03/2003,8002.69,3601.83,833.27
17/03/2003,7871.64,3722.27,862.79
18/03/2003,7954.46,3747.28,866.45
19/03/2003,8051.04,3765.43,874.02
20/03/2003,8195.05,3765.66,875.67
21/03/2003,8195.05,3861.07,895.79
24/03/2003,8435.07,3743.27,864.23
25/03/2003,8238.76,3761.96,874.74
26/03/2003,8351.92,3793.12,869.95
27/03/2003,8368.67,3729.05,868.52
28/03/2003,8280.16,3708.53,863.5
31/03/2003,7972.71,3613.28,848.18
01/04/2003,7986.72,3684.78,858.48
02/04/2003,8069.85,3753.41,880.9
03/04/2003,8017.75,3771.05,876.45
04/04/2003,8074.12,3814.36,878.85
07/04/2003,8249.98,3935.82,879.93
08/04/2003,8131.41,3868.79,878.29
09/04/2003,8057.61,3861.42,865.99
10/04/2003,7980.12,3803.27,871.58
11/04/2003,7816.49,3808.08,868.3
14/04/2003,7752.1,3849.41,885.23
15/04/2003,7838.83,3916.85,890.81
16/04/2003,7879.49,3854.9,879.91
17/04/2003,7821.9,3889.22,893.58
18/04/2003,7874.51,3889.22,893.58
21/04/2003,7969.08,3889.22,892.01
22/04/2003,7790.46,3917.69,911.37
23/04/2003,7793.38,3966.45,919.02
24/04/2003,7854.57,3899.03,911.43
25/04/2003,7699.5,3870.2,898.81
28/04/2003,7607.88,3940.25,914.84
29/04/2003,7607.88,3927.82,917.84
30/04/2003,7831.42,3925.97,916.92
01/05/2003,7863.29,3880.13,916.3
02/05/2003,7907.19,3952.59,930.08
05/05/2003,7907.19,3952.59,926.55
06/05/2003,8083.56,4006.39,934.39
07/05/2003,8109.77,3992.9,929.62
08/05/2003,8031.55,3928.87,920.27
09/05/2003,8152.16,3969.35,933.41
12/05/2003,8221.12,3987.44,945.11
13/05/2003,8190.26,3999.89,942.3
14/05/2003,8244.91,3975.02,939.28
15/05/2003,8123.4,4011.08,946.66
16/05/2003,8117.29,4049.01,944.3
19/05/2003,8039.13,3941.34,920.77
20/05/2003,8059.48,3971.61,919.73
21/05/2003,8018.51,3936.38,923.42
22/05/2003,8051.66,3990.45,931.87
23/05/2003,8184.76,3979.84,933.22
26/05/2003,8227.32,3979.84,933.22
27/05/2003,8120.24,3992.38,951.48
28/05/2003,8234.18,4071.86,953.22
29/05/2003,8375.36,4083.59,949.64
30/05/2003,8424.51,4048.1,963.59
02/06/2003,8547.17,4129.28,967
03/06/2003,8564.49,4115.73,971.56
04/06/2003,8557.86,4126.55,986.24
05/06/2003,8657.23,4104.25,990.14
06/06/2003,8785.87,4150.79,987.76
09/06/2003,8822.73,4129.09,975.93
10/06/2003,8789.09,4113.01,984.84
11/06/2003,8890.3,4150.15,997.48
12/06/2003,8918.6,4161.26,998.51
13/06/2003,8980.64,4134.12,988.61
16/06/2003,8839.83,4152.9,1010.74
17/06/2003,9033,4190.36,1011.66
18/06/2003,9092.97,4207.01,1010.09
19/06/2003,9110.51,4131.46,994.7
20/06/2003,9120.39,4160.14,995.69
23/06/2003,9137.14,4087.89,981.64
24/06/2003,8919.26,4060.93,983.45
25/06/2003,8932.26,4067.86,975.32
26/06/2003,8923.41,4041.67,985.82
27/06/2003,9104.06,4067.84,976.22
30/06/2003,9083.11,4031.17,974.5
01/07/2003,9278.49,3963.92,982.32
02/07/2003,9592.24,4006.86,993.75
03/07/2003,9624.8,4024.8,985.7
04/07/2003,9547.73,4021.5,985.7
07/07/2003,9795.16,4074.77,1004.42
08/07/2003,9898.72,4073.6,1007.84
09/07/2003,9990.95,4054.69,1002.21
10/07/2003,9955.62,4028.76,988.7
11/07/2003,9635.35,4058.14,998.14
14/07/2003,9755.63,4127.64,1003.86
15/07/2003,9751,4102.5,1000.42
16/07/2003,9735.97,4077.13,994
17/07/2003,9498.86,4056.57,981.73
18/07/2003,9527.73,4073.2,993.32
21/07/2003,9527.73,4044.28,978.8
22/07/2003,9485.97,4079.75,988.11
23/07/2003,9615.34,4086.49,988.61
24/07/2003,9671,4149.6,981.6
25/07/2003,9648.01,4131.18,998.68
28/07/2003,9839.91,4148.82,996.52
29/07/2003,9834.31,4137.01,989.28
30/07/2003,9632.66,4141.17,987.49
31/07/2003,9563.21,4157.02,990.31
01/08/2003,9611.67,4098.43,980.15
04/08/2003,9452.79,4100.05,982.81
05/08/2003,9382.58,4121.02,965.46
06/08/2003,9323.91,4070.42,967.08
07/08/2003,9265.56,4095.56,974.12
08/08/2003,9327.53,4147.79,977.59
11/08/2003,9487.8,4176.66,980.59
12/08/2003,9564.81,4185.57,990.35
13/08/2003,9752.75,4180.68,984.03
14/08/2003,9913.47,4237.83,990.51
15/08/2003,9863.47,4247.34,990.67
18/08/2003,10032.97,4272.12,999.74
19/08/2003,10174.1,4250.82,1002.35
20/08/2003,10292.06,4217.36,1000.3
21/08/2003,10362.69,4223.48,1003.27
22/08/2003,10281.17,4225.89,993.06
25/08/2003,10276.64,4225.89,993.71
26/08/2003,10332.57,4177.36,996.73
27/08/2003,10308.99,4206.39,996.79
28/08/2003,10225.22,4197.97,1002.84
29/08/2003,10343.55,4161.06,1008.01
01/09/2003,10670.18,4204.43,1008.01
02/09/2003,10690.08,4204.36,1021.99
03/09/2003,10715.69,4262.12,1026.27
04/09/2003,10646.95,4248.83,1027.97
05/09/2003,10650.77,4257.2,1021.39
08/09/2003,10683.76,4292.09,1031.64
09/09/2003,10922.04,4263.91,1023.16
10/09/2003,10856.32,4252.08,1010.92
11/09/2003,10546.33,4242.19,1016.42
12/09/2003,10712.81,4237.81,1018.63
15/09/2003,10712.81,4260.92,1014.81
16/09/2003,10887.03,4298.98,1029.32
17/09/2003,10990.11,4292.96,1025.97
18/09/2003,11033.32,4314.7,1039.58
19/09/2003,10938.42,4257.01,1036.3
22/09/2003,10475.1,4228.15,1022.82
23/09/2003,10475.1,4221.71,1029.03
24/09/2003,10502.29,4236.39,1009.38
25/09/2003,10310.04,4202.18,1003.27
26/09/2003,10318.44,4157.13,996.85
29/09/2003,10229.57,4142.72,1006.58
30/09/2003,10219.05,4091.31,995.97
01/10/2003,10361.24,4169.19,1018.22
02/10/2003,10593.53,4209.06,1020.24
03/10/2003,10709.29,4274.04,1029.85
06/10/2003,10740.14,4270.1,1034.35
07/10/2003,10820.33,4271.96,1039.25
08/10/2003,10542.2,4268.59,1033.78
09/10/2003,10531.44,4313.88,1038.73
10/10/2003,10786.04,4311.02,1038.06
13/10/2003,10786.04,4362.34,1045.35
14/10/2003,10966.43,4334.09,1049.48
15/10/2003,10899.95,4368.82,1046.76
16/10/2003,11025.15,4339.68,1050.07
17/10/2003,11037.89,4343.97,1039.32
20/10/2003,11161.71,4347.55,1044.68
21/10/2003,11031.52,4352.31,1046.03
22/10/2003,10889.62,4285.63,1030.36
23/10/2003,10335.16,4240.22,1033.77
24/10/2003,10335.7,4239,1028.91
27/10/2003,10454.12,4251.31,1031.13
28/10/2003,10561.01,4272.93,1046.79
29/10/2003,10739.22,4265.65,1048.11
30/10/2003,10695.56,4300.93,1046.94
31/10/2003,10559.59,4287.59,1050.71
03/11/2003,10559.59,4332.57,1059.02
04/11/2003,10847.97,4330.25,1053.25
05/11/2003,10837.54,4303.43,1051.81
06/11/2003,10552.3,4324.19,1058.05
07/11/2003,10628.98,4376.87,1053.21
10/11/2003,10504.54,4341.76,1047.11
11/11/2003,10207.04,4345.07,1046.57
12/11/2003,10226.22,4371.25,1058.56
13/11/2003,10337.67,4373.04,1058.41
14/11/2003,10167.06,4396.99,1050.35
17/11/2003,9786.83,4338.88,1043.63
18/11/2003,9897.05,4354.7,1034.15
19/11/2003,9614.6,4327.35,1042.44
20/11/2003,9865.7,4307.98,1033.65
21/11/2003,9852.83,4319.02,1035.28
24/11/2003,9852.83,4382.35,1052.08
25/11/2003,9960.2,4388.75,1053.89
26/11/2003,10144.83,4370.35,1058.45
27/11/2003,10163.38,4361.09,1058.45
28/11/2003,10100.57,4342.6,1058.2
01/12/2003,10403.27,4410.03,1070.12
02/12/2003,10410.15,4378.94,1066.62
03/12/2003,10326.39,4392.02,1064.73
04/12/2003,10429.99,4378.21,1069.72
05/12/2003,10373.46,4367.03,1061.5
08/12/2003,10045.34,4359.84,1069.3
09/12/2003,10124.28,4379.58,1060.18
10/12/2003,9910.56,4335.39,1059.05
11/12/2003,10075.14,4331.27,1071.21
12/12/2003,10169.66,4347.64,1074.14
15/12/2003,10490.77,4347.99,1068.04
16/12/2003,10271.6,4332.96,1075.13
17/12/2003,10092.64,4354.23,1076.48
18/12/2003,10104,4397.26,1089.18
19/12/2003,10284.54,4412.28,1088.67
22/12/2003,10372.51,4423.98,1092.94
23/12/2003,10372.51,4440.87,1096.02
24/12/2003,10371.27,4444.7,1094.04
25/12/2003,10365.35,4444.7,1094.04
26/12/2003,10417.41,4444.7,1095.89
29/12/2003,10500.62,4457.49,1109.48
30/12/2003,10676.64,4470.38,1109.64
31/12/2003,10676.64,4476.87,1111.92
01/01/2004,10676.64,4476.87,1111.92
02/01/2004,10676.64,4510.18,1108.48
05/01/2004,10825.17,4513.25,1122.22
06/01/2004,10813.99,4505.22,1123.67
07/01/2004,10757.82,4472.97,1126.33
08/01/2004,10837.65,4494.17,1131.92
09/01/2004,10965.05,4466.29,1121.85
12/01/2004,10965.05,4449.61,1127.23
13/01/2004,10849.68,4440.14,1121.22
14/01/2004,10863,4461.39,1130.52
15/01/2004,10665.15,4456.1,1132.05
16/01/2004,10857.2,4487.88,1139.83
19/01/2004,11036.33,4518.14,1139.83
20/01/2004,11103.1,4499.27,1138.77
21/01/2004,11002.39,4511.18,1147.62
22/01/2004,11000.7,4476.79,1143.94
23/01/2004,11069.01,4460.81,1141.55
26/01/2004,10972.6,4445.48,1155.37
27/01/2004,10928.03,4447,1144.05
28/01/2004,10852.47,4468.12,1128.48
29/01/2004,10779.44,4411.53,1134.11
30/01/2004,10783.61,4390.68,1131.13
02/02/2004,10776.73,4381.37,1135.26
03/02/2004,10641.92,4390.58,1136.03
04/02/2004,10447.25,4398.46,1126.52
05/02/2004,10464.6,4384.4,1128.59
06/02/2004,10460.92,4402.72,1142.76
09/02/2004,10402.61,4434.42,1139.81
10/02/2004,10365.4,4404.95,1145.54
11/02/2004,10365.4,4396.05,1157.76
12/02/2004,10459.26,4377.73,1152.11
13/02/2004,10557.69,4412.01,1145.81
16/02/2004,10548.72,4408.12,1145.81
17/02/2004,10701.13,4461.49,1156.99
18/02/2004,10676.81,4442.9,1151.82
19/02/2004,10753.8,4515.57,1147.06
20/02/2004,10720.69,4515.04,1144.11
23/02/2004,10868.96,4524.31,1140.99
24/02/2004,10644.13,4496.76,1139.09
25/02/2004,10658.73,4507.55,1143.67
26/02/2004,10815.29,4515.89,1144.91
27/02/2004,11041.92,4492.21,1144.94
01/03/2004,11271.12,4537,1155.96
02/03/2004,11361.51,4540.11,1149.1
03/03/2004,11351.92,4525.13,1151.04
04/03/2004,11401.79,4559.07,1154.88
05/03/2004,11537.29,4547.08,1156.87
08/03/2004,11502.86,4553.75,1147.21
09/03/2004,11532.04,4542.01,1140.58
10/03/2004,11433.24,4545.33,1123.89
11/03/2004,11297.04,4445.22,1106.78
12/03/2004,11162.75,4467.35,1120.57
15/03/2004,11317.9,4412.93,1104.49
16/03/2004,11242.29,4428.9,1110.7
17/03/2004,11436.86,4456.8,1123.75
18/03/2004,11484.28,4397.87,1122.32
19/03/2004,11418.51,4417.74,1109.78
22/03/2004,11318.51,4333.77,1095.4
23/03/2004,11281.09,4318.51,1093.95
24/03/2004,11364.99,4309.45,1091.33
25/03/2004,11530.91,4373.63,1109.19
26/03/2004,11770.65,4357.53,1108.06
29/03/2004,11718.24,4406.73,1122.47
30/03/2004,11693.68,4412.82,1127
31/03/2004,11715.39,4385.67,1126.21
01/04/2004,11683.42,4410.71,1132.17
02/04/2004,11815.95,4465.61,1141.81
05/04/2004,11958.32,4480.7,1150.57
06/04/2004,12079.7,4472.82,1148.16
07/04/2004,12019.62,4468.7,1140.53
08/04/2004,12092.59,4489.67,1139.32
09/04/2004,11897.51,4489.67,1139.32
12/04/2004,12042.7,4489.67,1145.2
13/04/2004,12127.82,4515.78,1129.44
14/04/2004,12098.18,4485.42,1128.17
15/04/2004,11800.4,4505.5,1128.84
16/04/2004,11824.56,4537.28,1134.61
19/04/2004,11764.21,4546.22,1135.82
20/04/2004,11952.26,4569.02,1118.15
21/04/2004,11944.3,4539.87,1124.09
22/04/2004,11980.1,4571.83,1139.93
23/04/2004,12120.66,4569.95,1140.6
26/04/2004,12163.89,4571.85,1135.53
27/04/2004,12044.88,4575.68,1138.11
28/04/2004,12004.29,4524.5,1122.41
29/04/2004,12004.29,4519.53,1113.89
30/04/2004,11761.79,4489.69,1107.3
03/05/2004,11761.79,4489.69,1117.49
04/05/2004,11761.79,4547.23,1119.55
05/05/2004,11761.79,4569.53,1121.53
06/05/2004,11571.34,4516.17,1113.99
07/05/2004,11438.82,4498.37,1098.7
10/05/2004,10884.7,4395.16,1087.12
11/05/2004,10907.18,4454.7,1095.45
12/05/2004,11153.58,4412.93,1097.28
13/05/2004,10825.1,4453.81,1096.44
14/05/2004,10849.63,4441.79,1095.7
17/05/2004,10505.05,4403.02,1084.1
18/05/2004,10711.09,4414.41,1091.49
19/05/2004,10967.74,4471.8,1088.68
20/05/2004,10862.04,4428.71,1089.19
21/05/2004,11070.25,4431.43,1093.56
24/05/2004,11101.64,4428.87,1095.41
25/05/2004,10962.93,4418,1113.05
26/05/2004,11152.09,4438.29,1114.94
27/05/2004,11166.03,4453.62,1121.28
28/05/2004,11309.57,4430.69,1120.68
31/05/2004,11236.37,4430.69,1120.68
01/06/2004,11296.76,4422.68,1121.2
02/06/2004,11242.34,4422.8,1124.99
03/06/2004,11027.05,4435.41,1116.64
04/06/2004,11128.05,4454.45,1122.5
07/06/2004,11439.92,4491.6,1140.42
08/06/2004,11521.93,4504.83,1142.18
09/06/2004,11449.74,4489.47,1131.33
10/06/2004,11575.97,4486.1,1136.47
11/06/2004,11526.82,4483.96,1136.47
14/06/2004,11491.66,4433.17,1125.29
15/06/2004,11387.7,4458.61,1132.01
16/06/2004,11641.72,4491.13,1133.56
17/06/2004,11607.9,4493.29,1132.05
18/06/2004,11382.08,4505.81,1135.02
21/06/2004,11600.16,4502.18,1130.3
22/06/2004,11581.27,4468.49,1134.41
23/06/2004,11580.56,4486.73,1144.06
24/06/2004,11744.15,4503.19,1140.65
25/06/2004,11780.4,4494.05,1134.43
28/06/2004,11884.06,4518.68,1133.35
29/06/2004,11860.81,4512.41,1136.2
30/06/2004,11858.87,4464.07,1140.84
01/07/2004,11896.01,4424.72,1128.94
02/07/2004,11721.49,4407.4,1125.38
05/07/2004,11541.71,4403.28,1125.38
06/07/2004,11475.27,4370.74,1116.21
07/07/2004,11384.86,4358.37,1118.33
08/07/2004,11322.23,4381.11,1109.11
09/07/2004,11423.53,4393.18,1112.81
12/07/2004,11582.28,4359.97,1114.35
13/07/2004,11608.62,4357.74,1115.14
14/07/2004,11356.65,4372.55,1111.47
15/07/2004,11409.14,4340.71,1106.69
16/07/2004,11436,4339.23,1101.39
19/07/2004,11436,4321.1,1100.9
20/07/2004,11258.37,4339.37,1108.67
21/07/2004,11433.86,4377.3,1093.88
22/07/2004,11285.04,4306.25,1096.84
23/07/2004,11187.33,4326.34,1086.2
26/07/2004,11159.55,4287.04,1084.07
27/07/2004,11031.54,4324.86,1094.83
28/07/2004,11204.37,4356.25,1095.42
29/07/2004,11116.84,4418.7,1100.43
30/07/2004,11325.78,4413.08,1101.72
02/08/2004,11222.24,4415.73,1106.62
03/08/2004,11140.57,4429.68,1099.69
04/08/2004,11010.02,4408.07,1098.63
05/08/2004,11060.89,4413.37,1080.7
06/08/2004,10972.57,4337.88,1063.97
09/08/2004,10908.7,4314.4,1065.22
10/08/2004,10953.55,4350.88,1079.04
11/08/2004,11049.46,4312.16,1075.79
12/08/2004,11028.07,4328.11,1063.23
13/08/2004,10757.2,4301.53,1064.8
16/08/2004,10687.81,4350.17,1079.34
17/08/2004,10725.97,4358.68,1081.71
18/08/2004,10774.26,4355.25,1095.17
19/08/2004,10903.53,4362.63,1091.23
20/08/2004,10889.14,4369.19,1098.35
23/08/2004,10960.97,4405.3,1095.68
24/08/2004,10985.33,4407.46,1096.19
25/08/2004,11130.02,4411.57,1104.96
26/08/2004,11129.33,4453.9,1105.09
27/08/2004,11209.59,4490.11,1107.77
30/08/2004,11184.53,4490.11,1099.15
31/08/2004,11081.79,4459.32,1104.24
01/09/2004,11127.35,4502.05,1105.91
02/09/2004,11152.75,4518.58,1118.31
03/09/2004,11022.49,4550.84,1113.63
06/09/2004,11244.37,4563.78,1113.63
07/09/2004,11298.94,4565.63,1121.3
08/09/2004,11279.19,4558.41,1116.27
09/09/2004,11170.96,4538.03,1118.38
10/09/2004,11083.23,4545.02,1123.92
13/09/2004,11253.11,4558.48,1125.82
14/09/2004,11295.58,4545.61,1128.33
15/09/2004,11158.58,4548.45,1120.37
16/09/2004,11139.36,4556.47,1123.5
17/09/2004,11082.49,4590.96,1128.55
20/09/2004,11082.49,4579.51,1122.2
21/09/2004,11080.87,4608.41,1129.3
22/09/2004,11019.41,4592.3,1113.56
23/09/2004,11019.41,4568.33,1108.36
24/09/2004,10895.16,4578.14,1110.11
27/09/2004,10859.32,4541.24,1103.52
28/09/2004,10815.57,4567.34,1110.06
29/09/2004,10786.1,4588.07,1114.8
30/09/2004,10823.57,4570.77,1114.58
01/10/2004,10985.17,4659.65,1131.5
04/10/2004,11279.63,4681.76,1135.17
05/10/2004,11281.83,4707.14,1134.48
06/10/2004,11385.38,4706.34,1142.05
07/10/2004,11354.59,4698.67,1130.65
08/10/2004,11349.35,4698.87,1122.14
11/10/2004,11349.35,4685.51,1124.39
12/10/2004,11201.81,4647.94,1121.84
13/10/2004,11195.99,4634.76,1113.65
14/10/2004,11034.29,4629.37,1103.29
15/10/2004,10982.95,4622.74,1108.2
18/10/2004,10965.62,4626.58,1114.02
19/10/2004,11064.86,4655.23,1103.23
20/10/2004,10882.18,4616.36,1103.66
21/10/2004,10789.23,4617.36,1106.49
22/10/2004,10857.13,4615.4,1095.74
25/10/2004,10659.15,4564.55,1094.81
26/10/2004,10672.46,4583.36,1111.09
27/10/2004,10691.95,4630.07,1125.4
28/10/2004,10853.12,4642.81,1127.44
29/10/2004,10771.42,4624.21,1130.2
01/11/2004,10734.71,4673.79,1130.51
02/11/2004,10887.81,4693.2,1130.54
03/11/2004,10887.81,4718.46,1143.2
04/11/2004,10946.27,4728.26,1161.67
05/11/2004,11061.77,4739.78,1166.17
08/11/2004,10983.83,4716.58,1164.89
09/11/2004,10964.87,4717.68,1164.08
10/11/2004,10994.96,4734.47,1162.91
11/11/2004,10846.92,4776.86,1173.48
12/11/2004,11019.98,4793.92,1184.17
15/11/2004,11227.57,4803.09,1183.81
16/11/2004,11161.75,4770.37,1175.43
17/11/2004,11131.29,4795.88,1181.94
18/11/2004,11082.42,4805.3,1183.55
19/11/2004,11082.84,4760.84,1170.34
22/11/2004,10849.39,4733.08,1177.24
23/11/2004,10849.39,4742.37,1176.94
24/11/2004,10872.33,4719.42,1181.76
25/11/2004,10900.34,4753.43,1181.76
26/11/2004,10833.75,4741.55,1182.65
29/11/2004,10977.89,4749.76,1178.57
30/11/2004,10899.25,4703.18,1173.82
01/12/2004,10784.25,4735.68,1191.37
02/12/2004,10973.07,4751.19,1190.33
03/12/2004,11074.89,4747.89,1191.17
06/12/2004,10981.96,4722.8,1190.25
07/12/2004,10873.63,4728.73,1177.07
08/12/2004,10941.37,4703.92,1182.81
09/12/2004,10776.63,4688.39,1189.24
10/12/2004,10756.8,4694.01,1188
13/12/2004,10789.25,4736.79,1198.68
14/12/2004,10915.58,4722.76,1203.38
15/12/2004,10956.46,4728.16,1205.72
16/12/2004,10924.37,4735.19,1203.21
17/12/2004,11078.32,4696.82,1194.22
20/12/2004,11103.42,4731.07,1194.65
21/12/2004,11125.92,4733.01,1205.45
22/12/2004,11209.44,4777.4,1209.57
23/12/2004,11209.44,4787.7,1210.13
24/12/2004,11365.48,4798.06,1210.13
27/12/2004,11362.35,4798.06,1204.92
28/12/2004,11424.13,4798.06,1213.54
29/12/2004,11381.56,4819.8,1213.45
30/12/2004,11488.76,4820.09,1213.55
31/12/2004,11488.76,4814.3,1211.92
03/01/2005,11488.76,4814.3,1202.08
04/01/2005,11517.75,4846.95,1188.04
05/01/2005,11437.52,4806.04,1183.74
06/01/2005,11492.26,4824.25,1187.89
07/01/2005,11433.24,4854.09,1186.19
10/01/2005,11433.24,4840.7,1190.25
11/01/2005,11539.99,4818.72,1182.99
12/01/2005,11453.39,4783.58,1187.7
13/01/2005,11358.22,4800.31,1177.45
14/01/2005,11438.39,4820.78,1184.52
17/01/2005,11487.1,4846.66,1184.52
18/01/2005,11423.26,4823.9,1195.98
19/01/2005,11405.34,4818.34,1184.63
20/01/2005,11284.77,4800.83,1175.41
21/01/2005,11238.37,4803.26,1167.87
24/01/2005,11289.49,4812.52,1163.75
25/01/2005,11276.91,4843.2,1168.41
26/01/2005,11376.57,4847.1,1174.07
27/01/2005,11341.31,4853.38,1174.55
28/01/2005,11320.58,4832.84,1171.36
31/01/2005,11387.59,4852.31,1181.27
01/02/2005,11384.4,4906.21,1189.41
02/02/2005,11407.14,4916.24,1193.19
03/02/2005,11389.35,4908.3,1189.89
04/02/2005,11360.4,4941.5,1203.03
07/02/2005,11499.86,4979.82,1201.72
08/02/2005,11490.43,4995.46,1202.3
09/02/2005,11473.35,4990.42,1191.99
10/02/2005,11553.56,4999.99,1197.01
11/02/2005,11553.56,5044.19,1205.3
14/02/2005,11632.2,5041.8,1206.14
15/02/2005,11646.49,5058.88,1210.12
16/02/2005,11601.68,5053.22,1210.34
17/02/2005,11582.72,5057.41,1200.75
18/02/2005,11660.12,5057.16,1201.59
21/02/2005,11651.02,5060.79,1201.59
22/02/2005,11597.71,5032.85,1184.16
23/02/2005,11500.18,4988.45,1190.8
24/02/2005,11531.15,4972.05,1200.2
25/02/2005,11658.25,5006.77,1211.37
28/02/2005,11740.6,4968.5,1203.6
01/03/2005,11780.53,5000.47,1210.41
02/03/2005,11813.71,4992.82,1210.08
03/03/2005,11856.46,5014.79,1210.47
04/03/2005,11873.05,5036.27,1222.12
07/03/2005,11925.36,5027.19,1225.31
08/03/2005,11886.91,5010.92,1219.43
09/03/2005,11966.69,4996.05,1207.01
10/03/2005,11864.91,4962.06,1209.25
11/03/2005,11923.89,4982.05,1200.07
14/03/2005,11850.25,4975.02,1206.83
15/03/2005,11821.09,5000.24,1197.75
16/03/2005,11873.18,4937.62,1188.07
17/03/2005,11775.5,4922.12,1190.21
18/03/2005,11879.81,4923.3,1189.65
21/03/2005,11879.81,4933.47,1183.78
22/03/2005,11841.97,4937.26,1171.71
23/03/2005,11739.12,4910.44,1172.53
24/03/2005,11745.97,4922.5,1171.42
25/03/2005,11761.1,4922.5,1171.42
28/03/2005,11792.3,4922.5,1174.28
29/03/2005,11599.82,4918.96,1165.36
30/03/2005,11565.88,4900.74,1181.41
31/03/2005,11668.95,4894.37,1180.59
01/04/2005,11723.63,4914.03,1172.92
04/04/2005,11667.54,4896.74,1176.12
05/04/2005,11774.31,4942.89,1181.39
06/04/2005,11827.16,4947.42,1184.07
07/04/2005,11810.99,4977.01,1191.14
08/04/2005,11874.75,4983.65,1181.2
11/04/2005,11745.64,4973.25,1181.21
12/04/2005,11670.3,4946.19,1187.76
13/04/2005,11637.52,4960.82,1173.79
14/04/2005,11563.17,4945.39,1162.05
15/04/2005,11370.69,4891.62,1142.62
18/04/2005,10938.44,4827.12,1145.98
19/04/2005,11065.86,4855.55,1152.78
20/04/2005,11088.58,4822.04,1137.5
21/04/2005,10984.39,4819.63,1159.95
22/04/2005,11045.95,4849.28,1152.12
25/04/2005,11073.77,4864.88,1162.1
26/04/2005,11035.83,4845.52,1151.74
27/04/2005,11005.42,4789.43,1156.38
28/04/2005,11008.9,4790.19,1143.22
29/04/2005,11008.9,4801.68,1156.85
02/05/2005,11002.11,4801.68,1162.16
03/05/2005,11002.11,4861.25,1161.17
04/05/2005,11002.11,4882.45,1175.65
05/05/2005,11002.11,4902.32,1172.63
06/05/2005,11192.17,4918.85,1171.35
09/05/2005,11171.32,4910.26,1178.84
10/05/2005,11159.46,4892.43,1166.22
11/05/2005,11120.7,4875.38,1171.11
12/05/2005,11077.94,4893.25,1159.36
13/05/2005,11049.11,4886.48,1154.05
16/05/2005,10947.22,4884.18,1165.69
17/05/2005,10825.39,4898.54,1173.8
18/05/2005,10835.41,4949.38,1185.56
19/05/2005,11077.16,4962.67,1191.08
20/05/2005,11037.29,4971.79,1189.28
23/05/2005,11158.65,4989.82,1193.86
24/05/2005,11133.65,4982.46,1194.07
25/05/2005,11014.43,4971.54,1190.01
26/05/2005,11027.94,4994.92,1197.62
27/05/2005,11192.33,4986.28,1198.78
30/05/2005,11266.33,4986.28,1198.78
31/05/2005,11276.59,4963.97,1191.5
01/06/2005,11329.67,5011.04,1202.27
02/06/2005,11280.05,5005,1204.29
03/06/2005,11300.05,4999.38,1196.02
06/06/2005,11270.62,4980.41,1197.51
07/06/2005,11217.45,5025.25,1197.26
08/06/2005,11281.03,5003.73,1194.67
09/06/2005,11160.88,5009.2,1200.93
10/06/2005,11304.23,5030.38,1198.11
13/06/2005,11311.51,5050.36,1200.82
14/06/2005,11335.92,5046.76,1203.91
15/06/2005,11415.88,5019.48,1206.58
16/06/2005,11416.38,5044.98,1210.96
17/06/2005,11514.03,5077.61,1216.96
20/06/2005,11483.35,5071.96,1216.1
21/06/2005,11488.74,5082.12,1213.61
22/06/2005,11547.28,5099.28,1213.88
23/06/2005,11576.75,5114.38,1200.73
24/06/2005,11537.03,5078.97,1191.57
27/06/2005,11414.28,5043.53,1190.69
28/06/2005,11513.83,5090.4,1201.57
29/06/2005,11577.44,5109.14,1199.85
30/06/2005,11584.01,5113.16,1191.33
01/07/2005,11630.13,5161.01,1194.44
04/07/2005,11651.55,5184.33,1194.44
05/07/2005,11616.7,5190.14,1204.99
06/07/2005,11603.53,5229.64,1194.94
07/07/2005,11590.14,5158.27,1197.87
08/07/2005,11565.99,5232.15,1211.86
11/07/2005,11674.79,5242.37,1219.44
12/07/2005,11692.14,5217.15,1222.21
13/07/2005,11659.84,5245.87,1223.29
14/07/2005,11764.26,5259.66,1226.5
15/07/2005,11758.68,5230.85,1227.92
18/07/2005,11758.68,5214.24,1221.13
19/07/2005,11764.84,5201.55,1229.35
20/07/2005,11789.35,5215.24,1235.2
21/07/2005,11786.73,5221.59,1227.04
22/07/2005,11695.05,5241.8,1233.68
25/07/2005,11762.65,5270.7,1229.03
26/07/2005,11737.96,5256.16,1231.16
27/07/2005,11835.08,5263.63,1236.79
28/07/2005,11858.31,5270.32,1243.72
