Dates,NiKKEI,FTSE100,S&P500
28/12/1994,19665.53,3095.8,460.86
29/12/1994,19752.98,3065.6,461.16
30/12/1994,19723.06,3065.5,459.27
02/01/1995,19723.06,3065.5,459.27
03/01/1995,19723.06,3065.7,459.11
04/01/1995,19684.04,3051.6,460.71
05/01/1995,19616.11,3032.3,460.34
06/01/1995,19519.46,3065,460.68
09/01/1995,19444.92,3055.8,460.83
10/01/1995,19501.45,3060.4,461.68
11/01/1995,19548.47,3049.4,461.66
12/01/1995,19410.01,3033.2,461.64
13/01/1995,19331.17,3048.3,465.97
16/01/1995,19331.17,3076.7,469.38
17/01/1995,19241.32,3054.4,470.05
18/01/1995,19223.31,3054.9,469.72
19/01/1995,19075.74,3028.6,466.95
20/01/1995,18840.22,2995,464.78
23/01/1995,17785.49,2954.2,465.81
24/01/1995,18060.73,2969,465.86
25/01/1995,18159.48,2982.2,467.44
26/01/1995,18070.84,3007.3,468.32
27/01/1995,18104.35,3022.2,470.39
30/01/1995,18752.88,2995.9,468.51
31/01/1995,18649.82,2991.6,470.42
01/02/1995,18739.47,3017.3,470.4
02/02/1995,18604.3,3034.7,472.78
03/02/1995,18538.97,3059.7,478.64
06/02/1995,18667.23,3062,481.14
07/02/1995,18500.55,3072.7,480.81
08/02/1995,18290.25,3072.5,481.19
09/02/1995,18099.55,3099,480.19
10/02/1995,18291.35,3109.9,481.46
13/02/1995,18313.86,3081.1,481.65
14/02/1995,18138.47,3071.3,482.55
15/02/1995,17991,3074.9,484.54
16/02/1995,17780.59,3051.1,485.22
17/02/1995,18020.51,3044.2,481.97
20/02/1995,17956.48,3018.6,481.97
21/02/1995,18096.25,3023.4,482.74
22/02/1995,18106.65,3019.5,485.07
23/02/1995,17830.02,3049.3,486.91
24/02/1995,17472.94,3037.7,488.11
27/02/1995,16808.7,3025.3,483.81
28/02/1995,17053.43,3009.3,487.39
01/03/1995,16618.71,3041.2,485.65
02/03/1995,16963.18,3038.2,485.13
03/03/1995,17039.62,3025.1,485.42
06/03/1995,17040.72,3001.9,485.63
07/03/1995,16955.28,2977,482.12
08/03/1995,16621.31,2992.1,483.14
09/03/1995,16763.08,2986.9,483.16
10/03/1995,16358.38,3021.1,489.57
13/03/1995,16477.64,3011.8,490.05
14/03/1995,16245.82,3050.6,492.89
15/03/1995,16666.83,3047,491.88
16/03/1995,16355.68,3094.1,495.41
17/03/1995,16251.23,3089.3,495.52
20/03/1995,16129.96,3124.2,496.15
21/03/1995,16129.96,3135,495.07
22/03/1995,15904.85,3139.7,495.67
23/03/1995,15813.41,3136.4,495.95
24/03/1995,15749.77,3153.4,500.97
27/03/1995,16096.25,3149.8,503.2
28/03/1995,16681.73,3128.3,503.9
29/03/1995,16460.73,3142.3,503.12
30/03/1995,16512.22,3176.2,502.22
31/03/1995,16139.95,3137.9,500.71
03/04/1995,15381.29,3143.1,501.85
04/04/1995,15630.53,3188.1,505.24
05/04/1995,15882.49,3190.2,505.57
06/04/1995,15815.87,3200.9,506.08
07/04/1995,15719.5,3210.9,506.42
10/04/1995,16163.09,3204.2,507.01
11/04/1995,16268.88,3190.9,505.53
12/04/1995,16344.92,3209.8,507.17
13/04/1995,16438.79,3208.8,509.23
14/04/1995,16047.89,3208.8,509.23
17/04/1995,16304.15,3208.8,506.13
18/04/1995,16225.11,3194.5,505.37
19/04/1995,16376.08,3170.1,504.92
20/04/1995,16643.06,3174.7,505.29
21/04/1995,16968.24,3199.9,508.49
24/04/1995,16804.05,3209.3,512.89
25/04/1995,16910.54,3214.9,512.1
26/04/1995,16826.49,3226.2,512.66
27/04/1995,16883.99,3217.6,513.55
28/04/1995,16806.75,3216.7,514.71
01/05/1995,16811.46,3220.4,514.26
02/05/1995,17088.66,3248.2,514.86
03/05/1995,17088.66,3262.6,520.48
04/05/1995,17088.66,3264.3,520.54
05/05/1995,17088.66,3251.7,520.12
08/05/1995,17103.69,3251.7,523.96
09/05/1995,16958.22,3261.2,523.56
10/05/1995,16826.49,3290.1,524.36
11/05/1995,16461.73,3317.9,524.37
12/05/1995,16420.76,3310.3,525.55
15/05/1995,16609.7,3310.7,527.74
16/05/1995,16388.9,3300.8,528.19
17/05/1995,16471.35,3297.4,527.07
18/05/1995,16312.56,3285.8,519.58
19/05/1995,16140.85,3261,519.19
22/05/1995,15789.12,3284.5,523.65
23/05/1995,15916.15,3291.8,528.59
24/05/1995,15970.75,3327.3,528.61
25/05/1995,15579.44,3328.2,528.59
26/05/1995,15694.25,3311.1,523.65
29/05/1995,15574.03,3311.1,523.65
30/05/1995,15762.97,3309.9,523.58
31/05/1995,15436.79,3319.4,533.4
01/06/1995,15594.57,3340.6,533.49
02/06/1995,15849.13,3345,532.51
05/06/1995,15897.32,3376.6,535.6
06/06/1995,15660.99,3380,535.55
07/06/1995,15679.62,3370.8,533.13
08/06/1995,15442.3,3380.8,532.35
09/06/1995,15044.18,3337.7,527.94
12/06/1995,14813.46,3344.6,530.88
13/06/1995,14599.68,3348,536.05
14/06/1995,14660.49,3339.8,536.47
15/06/1995,14867.26,3370.4,537.12
16/06/1995,14703.17,3366.1,539.83
19/06/1995,14700.06,3381.3,545.22
20/06/1995,14665.7,3377.2,544.98
21/06/1995,14951.21,3378.3,543.98
22/06/1995,14926.37,3403.8,551.07
23/06/1995,15265.18,3379.4,549.71
26/06/1995,15145.36,3309.2,544.13
27/06/1995,14759.05,3313.2,542.43
28/06/1995,14618.07,3282.7,544.73
29/06/1995,14507.17,3294,543.87
30/06/1995,14517.4,3314.6,544.75
03/07/1995,14485.41,3323.7,547.09
04/07/1995,14755.74,3349.2,547.09
05/07/1995,14830.44,3394.9,547.26
06/07/1995,15256.89,3388.3,553.99
07/07/1995,16213.08,3462.9,556.37
10/07/1995,16242.66,3455,557.19
11/07/1995,16588.19,3464,554.78
12/07/1995,16605.74,3450.6,560.89
13/07/1995,16505.67,3447.2,561
14/07/1995,16517.7,3429.2,559.89
17/07/1995,16842.47,3442.6,562.72
18/07/1995,16574.35,3420.7,558.46
19/07/1995,16422.44,3405.3,550.98
20/07/1995,16453.42,3400.4,553.54
21/07/1995,16589.09,3413.1,553.62
24/07/1995,16591.5,3431.6,556.63
25/07/1995,16148.4,3432.9,561.1
26/07/1995,16387.25,3454.3,561.61
27/07/1995,16625.19,3458.3,565.22
28/07/1995,16649.45,3468.9,562.93
31/07/1995,16677.53,3463.3,562.06
01/08/1995,16358.57,3449.9,559.64
02/08/1995,16720.75,3499.9,558.8
03/08/1995,16893.71,3475.6,558.75
04/08/1995,16741.2,3482.4,558.94
07/08/1995,16615.46,3483.5,560.03
08/08/1995,16838.97,3468.8,560.39
09/08/1995,16789.33,3468.3,559.71
10/08/1995,16728.97,3474.7,557.45
11/08/1995,16792.34,3467.5,555.11
14/08/1995,16916.57,3441.4,559.74
15/08/1995,17452.72,3444.4,558.57
16/08/1995,18158.73,3465.1,559.97
17/08/1995,18149.7,3470.6,559.04
18/08/1995,18032.49,3509.8,559.21
21/08/1995,17871.05,3535.7,558.11
22/08/1995,17877.77,3530.2,559.52
23/08/1995,17731.98,3515.9,557.14
24/08/1995,17921.99,3520,557.46
25/08/1995,17770.68,3524.9,560.1
28/08/1995,17847.29,3524.9,559.05
29/08/1995,18135.16,3502.6,560
30/08/1995,17983.86,3504,560.92
31/08/1995,18117.22,3477.8,561.88
01/09/1995,18120.73,3509.4,563.84
04/09/1995,17748.52,3522.7,563.84
05/09/1995,17794.04,3532.4,569.17
06/09/1995,17620.38,3557.7,570.17
07/09/1995,17621.18,3545.6,570.29
08/09/1995,18279.55,3554.5,572.68
11/09/1995,18486.11,3549.3,573.91
12/09/1995,18472.17,3535.9,576.51
13/09/1995,18614.26,3570.8,578.77
14/09/1995,18758.55,3565.4,583.61
15/09/1995,18758.55,3564.6,583.35
18/09/1995,18319.16,3533.3,582.77
19/09/1995,18474.38,3541.4,584.2
20/09/1995,18198.64,3561.5,586.77
21/09/1995,18034.79,3557.9,583
22/09/1995,17713.93,3514.8,581.73
25/09/1995,17566.43,3507,581.81
26/09/1995,17921.98,3523.3,581.41
27/09/1995,18262.43,3485,581.04
28/09/1995,18022.86,3479,585.87
29/09/1995,17913.06,3508.2,584.41
02/10/1995,17739.84,3520.2,581.72
03/10/1995,18142.99,3524.2,582.34
04/10/1995,18145.08,3544.1,581.47
05/10/1995,18220.41,3544.4,582.63
06/10/1995,18506.28,3526.5,582.49
09/10/1995,18176.27,3510.3,578.37
10/10/1995,18176.27,3460.1,577.52
11/10/1995,17891.19,3474.3,579.46
12/10/1995,17971.4,3523.8,583.1
13/10/1995,17880.83,3568,584.5
16/10/1995,18016.44,3557.3,583.03
17/10/1995,17916.6,3562.2,586.78
18/10/1995,17895.97,3593,587.44
19/10/1995,17955.36,3578.6,590.65
20/10/1995,18157.33,3551.4,587.46
23/10/1995,18156.24,3531.5,585.06
24/10/1995,18014.25,3535.3,586.54
25/10/1995,17970.81,3537.8,582.47
26/10/1995,17726.68,3519.6,576.72
27/10/1995,17337.19,3497.9,579.7
30/10/1995,17509.17,3510,583.25
31/10/1995,17654.64,3529.1,581.5
01/11/1995,17474.49,3518.7,584.22
02/11/1995,18028.8,3523,589.72
03/11/1995,18028.8,3500.4,590.57
06/11/1995,18036.97,3514.8,588.46
07/11/1995,18021.22,3522.4,586.32
08/11/1995,17863.29,3537.1,591.71
09/11/1995,17821.04,3541.6,593.26
10/11/1995,17843.56,3523.4,592.72
13/11/1995,17789.46,3536.8,592.3
14/11/1995,17802.51,3547.9,589.29
15/11/1995,17682.74,3571.4,593.96
16/11/1995,17939.52,3610.8,597.34
17/11/1995,18151.16,3609.2,600.07
20/11/1995,18383.82,3628.8,596.85
21/11/1995,18384.32,3604.1,600.24
22/11/1995,18239.84,3632.4,598.4
23/11/1995,18239.84,3602.5,598.4
24/11/1995,18215.23,3624,599.97
27/11/1995,18543.14,3649,601.32
28/11/1995,18688.42,3648.8,606.45
29/11/1995,18533.98,3655.5,607.64
30/11/1995,18744.42,3664.3,605.37
01/12/1995,18833.1,3680.4,606.98
04/12/1995,18897.37,3669.7,613.68
05/12/1995,18879.53,3664.2,617.68
06/12/1995,19067.86,3662.8,620.18
07/12/1995,19412.32,3639.5,616.17
08/12/1995,19286.97,3630,617.48
11/12/1995,19226.78,3652.1,619.52
12/12/1995,19312.77,3654.9,618.78
13/12/1995,19283.48,3662.4,621.69
14/12/1995,19499.3,3671.6,616.92
15/12/1995,19346.55,3642.6,616.34
18/12/1995,19311.08,3596.1,606.81
19/12/1995,19140.49,3576.9,611.93
20/12/1995,19448.59,3613.7,605.94
21/12/1995,19653.25,3633.3,610.49
22/12/1995,19744.42,3658.3,611.96
25/12/1995,19775.41,3658.3,611.96
26/12/1995,19904.72,3658.3,614.3
27/12/1995,20011.76,3676.4,614.53
28/12/1995,19873.13,3676.7,614.12
29/12/1995,19868.15,3689.3,615.93
01/01/1996,19868.15,3689.3,615.93
02/01/1996,19868.15,3687.9,620.73
03/01/1996,19868.15,3715.6,621.32
04/01/1996,20618,3714.1,617.7
05/01/1996,20669.03,3704.5,616.71
08/01/1996,20563.58,3720.6,618.46
09/01/1996,20652.08,3700.3,609.45
10/01/1996,20612.32,3671.5,598.48
11/01/1996,20377.92,3654.9,602.69
12/01/1996,20287.42,3657.3,601.81
15/01/1996,20287.42,3662.7,599.82
16/01/1996,20567.07,3710.6,608.44
17/01/1996,20570.26,3704.2,606.37
18/01/1996,20370.04,3748.7,608.24
19/01/1996,20365.76,3748.4,611.83
22/01/1996,20196.53,3754.2,613.4
23/01/1996,20080.92,3735,612.79
24/01/1996,20312.74,3758.2,619.96
25/01/1996,20414.69,3734.2,617.03
26/01/1996,20663.84,3734.7,621.62
29/01/1996,20589.2,3734.6,624.22
30/01/1996,20722.44,3735.3,630.15
31/01/1996,20812.74,3759.3,636.02
01/02/1996,20935.12,3752.8,638.46
02/02/1996,20904.03,3781.3,635.84
05/02/1996,20653.38,3746.6,641.43
06/02/1996,20751.15,3747.5,646.33
07/02/1996,20943.49,3726.1,649.93
08/02/1996,21118.3,3708.4,656.07
09/02/1996,20934.82,3716.3,656.37
12/02/1996,20934.82,3726.6,661.45
13/02/1996,20784.23,3747.6,660.51
14/02/1996,20943.59,3745,655.58
15/02/1996,20886.19,3779.8,651.32
16/02/1996,20802.77,3770.9,647.98
19/02/1996,20721.25,3744.3,647.98
20/02/1996,20655.67,3714.6,640.65
21/02/1996,20372.23,3725.6,648.1
22/02/1996,20340.94,3740,658.86
23/02/1996,20300.38,3740.3,659.08
26/02/1996,20480.27,3704.2,650.46
27/02/1996,20000.4,3715.9,647.24
28/02/1996,19919.97,3738.2,644.75
29/02/1996,20125.37,3727.6,640.43
01/03/1996,20168.63,3752.7,644.37
04/03/1996,20063.88,3768.6,650.81
05/03/1996,20183.87,3777.1,655.79
06/03/1996,20241.18,3758.9,652
07/03/1996,19957.15,3758.2,653.65
08/03/1996,20155.87,3710.3,633.5
11/03/1996,19796.29,3674.5,640.02
12/03/1996,19950.27,3639.5,637.09
13/03/1996,19734.7,3640.3,638.55
14/03/1996,19923.66,3681.8,640.87
15/03/1996,20190.85,3644.8,641.43
18/03/1996,20285.13,3669.6,652.65
19/03/1996,20442.6,3693,651.69
20/03/1996,20442.6,3685.4,649.98
21/03/1996,20727.53,3698.3,649.19
22/03/1996,20700.92,3707,650.62
25/03/1996,20915.44,3681.9,650.04
26/03/1996,21014.77,3660.9,652.97
27/03/1996,21329.98,3672.4,648.91
28/03/1996,21295.82,3672.6,648.94
29/03/1996,21406.85,3699.7,645.5
01/04/1996,21560.39,3718.4,653.73
02/04/1996,21600.08,3728.5,655.26
03/04/1996,21464.73,3725.1,655.88
04/04/1996,21471.16,3755.6,655.86
05/04/1996,21695.84,3755.6,655.86
08/04/1996,21424.24,3755.6,644.24
09/04/1996,21744.17,3758.6,642.19
10/04/1996,21791.7,3767.4,633.5
11/04/1996,21694.43,3744.2,631.18
12/04/1996,21660.47,3766.8,636.71
15/04/1996,21883.04,3790.5,642.49
16/04/1996,21868.17,3825.3,645
17/04/1996,21816.22,3805.6,641.61
18/04/1996,21812.5,3820.7,643.61
19/04/1996,21883.84,3857.1,645.07
22/04/1996,22123.89,3852.7,647.89
23/04/1996,22119.88,3833,651.58
24/04/1996,22282.05,3817.6,650.17
25/04/1996,22230.1,3819.3,652.87
26/04/1996,22235.03,3832.8,653.46
29/04/1996,22235.03,3809.2,654.16
30/04/1996,22041.3,3817.9,654.17
01/05/1996,21815.01,3806,654.58
02/05/1996,21662.38,3776.4,643.38
03/05/1996,21662.38,3751.6,641.63
06/05/1996,21662.38,3751.6,640.81
07/05/1996,21495.28,3723,638.26
08/05/1996,21728.6,3707.3,644.77
09/05/1996,21411.88,3728.3,645.44
10/05/1996,21420.12,3754.4,652.09
13/05/1996,21171.82,3739.2,661.51
14/05/1996,21301.05,3759.7,665.6
15/05/1996,22055.97,3776.2,665.42
16/05/1996,22147.21,3753.6,664.85
17/05/1996,21916.6,3789.6,668.91
20/05/1996,21979,3778.2,673.15
21/05/1996,22091.74,3789.4,672.76
22/05/1996,21958,3764.2,678.42
23/05/1996,21724.08,3747,676
24/05/1996,21798.43,3752.1,678.51
27/05/1996,21699.76,3752.1,678.51
28/05/1996,21944.53,3760.2,672.23
29/05/1996,22021.5,3775.7,667.93
30/05/1996,21886.35,3746.7,671.7
31/05/1996,21956.19,3747.8,669.12
03/06/1996,21588.52,3739.2,667.68
04/06/1996,21858.12,3755.2,672.56
05/06/1996,21881.43,3753.4,678.44
06/06/1996,21804.46,3760.3,673.03
07/06/1996,21751.81,3706.8,673.31
10/06/1996,21719.15,3728.8,672.16
11/06/1996,21817.62,3755.7,670.97
12/06/1996,22104.8,3769.2,669.04
13/06/1996,22082.4,3761.7,667.92
14/06/1996,22289.39,3753.6,665.85
17/06/1996,22245.38,3761.5,665.16
18/06/1996,22332.4,3756.4,662.06
19/06/1996,22367.36,3753.2,661.96
20/06/1996,22437.3,3727.5,662.1
21/06/1996,22530.65,3722.3,666.84
24/06/1996,22603.2,3710.8,668.85
25/06/1996,22597.17,3679.5,668.48
26/06/1996,22666.8,3695.5,664.39
27/06/1996,22501.61,3678.8,668.55
28/06/1996,22530.75,3711,670.63
01/07/1996,22455.49,3725.6,675.88
02/07/1996,22347.97,3725.7,673.61
03/07/1996,22379.02,3714.1,672.4
04/07/1996,22292.91,3760.6,672.4
05/07/1996,22232.42,3743.2,657.44
08/07/1996,21924.94,3741.5,652.54
09/07/1996,21919.82,3752.3,654.75
10/07/1996,21778.94,3765.8,656.06
11/07/1996,21892.58,3749,645.67
12/07/1996,21656.45,3728.3,646.19
15/07/1996,21753.42,3698.3,629.8
16/07/1996,21406.35,3632.3,628.37
17/07/1996,21412.88,3658.2,634.07
18/07/1996,21566.42,3693.4,643.56
19/07/1996,21476.29,3710.5,638.73
22/07/1996,21005.63,3681.3,633.77
23/07/1996,21163.69,3708.4,626.87
24/07/1996,20631.03,3668.8,626.65
25/07/1996,20883.84,3684.7,631.17
26/07/1996,21124.9,3673.3,635.9
29/07/1996,20967.54,3678.8,630.91
30/07/1996,20880.33,3668.5,635.26
31/07/1996,20692.83,3703.2,639.95
01/08/1996,20984.83,3734.4,650.02
02/08/1996,20940.41,3770.6,662.49
05/08/1996,21077.47,3788.3,660.23
06/08/1996,20744.88,3788.4,662.38
07/08/1996,20477.59,3811.1,664.16
08/08/1996,20731.31,3811.4,662.59
09/08/1996,20551.05,3810.7,662.1
12/08/1996,20666.6,3803.3,665.77
13/08/1996,20864.95,3823.4,660.2
14/08/1996,20981.11,3830.3,662.05
15/08/1996,20968.25,3837.4,662.28
16/08/1996,20834,3872.9,665.21
19/08/1996,21106.41,3863.7,666.58
20/08/1996,21127.01,3883.2,665.69
21/08/1996,21275.02,3872.1,665.07
22/08/1996,21363.24,3891.1,670.68
23/08/1996,21228.8,3907.5,667.03
26/08/1996,20883.74,3907.5,663.88
27/08/1996,20910.27,3905.7,666.4
28/08/1996,20709.81,3918.7,664.81
29/08/1996,20553.16,3885,657.4
30/08/1996,20166.9,3867.6,651.99
02/09/1996,20107.11,3884.4,651.99
03/09/1996,20198.15,3855.9,654.72
04/09/1996,20201.87,3872.7,655.61
05/09/1996,20379.82,3887.2,649.44
06/09/1996,20152.53,3893,655.68
09/09/1996,20202.27,3910.8,663.76
10/09/1996,20559.59,3916.1,663.81
11/09/1996,20571.04,3905.6,667.28
12/09/1996,20443.93,3932.6,671.15
13/09/1996,20842.64,3967.9,680.54
16/09/1996,20842.64,3977.2,683.98
17/09/1996,21310.59,3972.3,682.94
18/09/1996,21156.75,3955.7,681.47
19/09/1996,21322.85,3974.3,683
20/09/1996,21112.24,3964.1,687.03
23/09/1996,21112.24,3919.7,686.48
24/09/1996,21171.99,3910.5,685.61
25/09/1996,21350.67,3935.7,685.83
26/09/1996,21461.37,3933.2,685.86
27/09/1996,21547.02,3946.4,686.19
30/09/1996,21556.4,3953.7,687.31
01/10/1996,21462.97,3992.2,689.08
02/10/1996,21498.6,4015.1,694.01
03/10/1996,21331.5,4000,692.78
04/10/1996,21148.03,4024.8,701.46
07/10/1996,21161.01,4031.5,703.34
08/10/1996,21038.53,4035.6,700.64
09/10/1996,20870.83,4009.3,696.74
10/10/1996,20870.83,3994.7,694.61
11/10/1996,20968.16,4028.1,700.66
14/10/1996,21029.25,4038.7,703.54
15/10/1996,21429.93,4050.8,702.57
16/10/1996,21397.19,4024.4,704.41
17/10/1996,21423.74,4042.1,706.99
18/10/1996,21612.3,4053.1,710.82
21/10/1996,21302.95,4073.1,709.85
22/10/1996,21123.68,4057.2,706.57
23/10/1996,21082.15,4028.4,707.27
24/10/1996,21003.49,3999.4,702.29
25/10/1996,20739.97,4022.4,700.92
28/10/1996,20885.41,4025.3,697.26
29/10/1996,20958.08,3993.5,701.5
30/10/1996,20681.67,3963.9,700.9
31/10/1996,20466.86,3979.1,705.27
01/11/1996,20633.06,3948.5,703.77
04/11/1996,20633.06,3928.1,706.73
05/11/1996,20592.33,3921.1,714.14
06/11/1996,20991.52,3935.7,724.59
07/11/1996,20771.11,3900.4,727.65
08/11/1996,21201.04,3910.8,730.82
11/11/1996,21065.08,3914.4,731.87
12/11/1996,21206.43,3934.3,729.56
13/11/1996,20979.44,3926.9,731.13
14/11/1996,21031.04,3926.1,735.88
15/11/1996,20929.73,3958.2,737.62
18/11/1996,20796.37,3962.1,737.02
19/11/1996,20956.18,3978.1,742.16
20/11/1996,21189.96,3962.8,743.95
21/11/1996,21143.34,3953.8,742.75
22/11/1996,21216.11,4018.7,748.73
25/11/1996,21293.57,4054.6,757.03
26/11/1996,21418.25,4068.4,755.96
27/11/1996,21345.28,4049.2,755
28/11/1996,21035.54,4050.2,755
29/11/1996,21020.36,4058,757.02
02/12/1996,20674.69,4038.5,756.56
03/12/1996,20630.56,4061.5,748.28
04/12/1996,20659.91,4045.2,745.1
05/12/1996,20943.9,4051.2,744.38
06/12/1996,20276.7,3963,739.6
09/12/1996,20603.71,4011.6,749.81
10/12/1996,20822.12,4035.7,747.54
11/12/1996,20568.38,3982.5,740.73
12/12/1996,20501.2,3990.7,729.33
13/12/1996,20341.39,3972.4,728.64
16/12/1996,20422.04,3993.8,720.98
17/12/1996,20413.46,3979.6,726.04
18/12/1996,20093.03,4018.2,731.54
19/12/1996,19570.67,4051.3,745.76
20/12/1996,19690.46,4077.6,748.87
23/12/1996,19690.46,4087.2,746.92
24/12/1996,19161.71,4092.5,751.03
25/12/1996,19549.41,4092.5,751.03
26/12/1996,19291.58,4092.5,755.82
27/12/1996,19369.04,4091,756.79
30/12/1996,19361.35,4115.7,753.85
31/12/1996,19361.35,4118.5,740.74
01/01/1997,19361.35,4118.5,740.74
02/01/1997,19361.35,4057.4,737.01
03/01/1997,19361.35,4089.5,748.03
06/01/1997,19446,4106.5,747.65
07/01/1997,18896.19,4078.8,753.23
08/01/1997,18680.38,4087.5,748.41
09/01/1997,18073.87,4087,754.85
10/01/1997,17303.65,4056.6,759.5
13/01/1997,18118.79,4107.3,759.51
14/01/1997,18093.13,4168.2,768.86
15/01/1997,18093.13,4158.9,767.2
16/01/1997,18144.34,4197.5,769.75
17/01/1997,18090.04,4207.7,776.17
20/01/1997,17480.34,4194,776.7
21/01/1997,17358.16,4195.5,782.72
22/01/1997,18013.88,4219.1,786.23
23/01/1997,17909.46,4271.5,777.56
24/01/1997,17689.36,4218.8,770.52
27/01/1997,17334.9,4212,765.02
28/01/1997,17796.57,4237.4,765.02
29/01/1997,18335.3,4207.5,772.5
30/01/1997,17864.04,4228.4,784.17
31/01/1997,18330.01,4275.8,786.16
03/02/1997,18085.95,4257.8,786.73
04/02/1997,18314.33,4260.9,789.26
05/02/1997,18185.97,4281.5,778.28
06/02/1997,18038.43,4265.9,780.15
07/02/1997,17867.04,4307.8,789.56
10/02/1997,18181.17,4307.7,785.43
11/02/1997,18181.17,4304.3,789.59
12/02/1997,18409.96,4304.3,802.77
13/02/1997,18688.06,4327.1,811.82
14/02/1997,18722,4341,808.48
17/02/1997,18750.65,4337.8,808.48
18/02/1997,18470.75,4332.3,816.29
19/02/1997,18599.12,4357.4,812.49
20/02/1997,19051.71,4356.1,802.8
21/02/1997,19034.54,4336.8,801.77
24/02/1997,18896.99,4331.1,810.28
25/02/1997,19070.07,4344.7,812.1
26/02/1997,18990.92,4329.3,805.68
27/02/1997,19021.56,4339.2,795.07
28/02/1997,18557,4308.3,790.82
03/03/1997,18429.13,4307.1,795.31
04/03/1997,18564.78,4357.7,790.95
05/03/1997,18273.51,4360.1,801.99
06/03/1997,18041.33,4399.3,798.56
07/03/1997,18198.74,4420.3,804.97
10/03/1997,18113.89,4437.4,813.65
11/03/1997,18267.72,4444.3,811.34
12/03/1997,18183.27,4422.5,804.26
13/03/1997,17900.48,4397.7,789.56
14/03/1997,17923.64,4424.3,793.17
17/03/1997,18053.5,4373.3,795.71
18/03/1997,18445.2,4356.8,789.66
19/03/1997,18493.71,4332.2,785.77
20/03/1997,18493.71,4258.1,782.65
21/03/1997,18633.16,4254.8,784.1
24/03/1997,18043.82,4214.8,790.89
25/03/1997,18439.61,4270.7,789.07
26/03/1997,18472.45,4301.5,790.5
27/03/1997,18210.42,4312.9,773.88
28/03/1997,18189.72,4312.9,773.88
31/03/1997,18003.4,4312.9,757.12
01/04/1997,17869.59,4248.1,759.64
02/04/1997,18037.3,4236.6,750.11
03/04/1997,18129.31,4214.6,750.32
04/04/1997,17860.59,4236.6,757.9
07/04/1997,17715.67,4271.7,762.13
08/04/1997,18021.7,4269.3,766.12
09/04/1997,17703.37,4292.3,760.6
10/04/1997,17485.75,4313.2,758.34
11/04/1997,17846.98,4270.7,737.65
14/04/1997,17692.47,4251.7,743.73
15/04/1997,17933.59,4286.8,754.72
16/04/1997,18031.2,4294.6,763.53
17/04/1997,18093.41,4298.9,761.77
18/04/1997,18352.14,4310.5,766.34
21/04/1997,18551.66,4328.7,760.37
22/04/1997,18544.45,4346.1,774.61
23/04/1997,18735.47,4387.7,773.64
24/04/1997,18698.07,4388.5,771.18
25/04/1997,18612.86,4369.7,765.37
28/04/1997,18670.37,4389.7,772.96
29/04/1997,18670.37,4433.2,794.05
30/04/1997,19151.12,4436,801.34
01/05/1997,19275.33,4445,798.53
02/05/1997,19514.75,4455.6,812.97
05/05/1997,19514.75,4455.6,830.24
06/05/1997,20180.92,4519.3,827.76
07/05/1997,20048.9,4537.5,815.62
08/05/1997,20061.81,4580.4,820.26
09/05/1997,19802.78,4630.9,824.78
12/05/1997,20143.51,4669.6,837.66
13/05/1997,20129.11,4691,833.13
14/05/1997,20209.72,4686.9,836.04
15/05/1997,20056.31,4681.2,841.88
16/05/1997,20324.73,4693.9,829.75
19/05/1997,20489.75,4645.2,833.27
20/05/1997,20332.83,4607.5,841.66
21/05/1997,19841.98,4642,839.35
22/05/1997,19877.39,4651.8,835.66
23/05/1997,20009,4661.8,847.03
26/05/1997,20043.5,4661.8,847.03
27/05/1997,19889.89,4681.6,849.71
28/05/1997,20351.34,4677.5,847.21
29/05/1997,20312.23,4672.3,844.08
30/05/1997,20068.81,4621.3,848.28
02/06/1997,20451.85,4562.8,846.36
03/06/1997,20563.16,4557.8,845.48
04/06/1997,20611.56,4557.1,840.11
05/06/1997,20488.15,4576.2,843.43
06/06/1997,20485.75,4645,858.01
09/06/1997,20223.82,4686.7,862.91
10/06/1997,20532.55,4739.6,865.27
11/06/1997,20289.93,4724.8,869.57
12/06/1997,20564.46,4757.4,883.48
13/06/1997,20528.35,4783.1,893.27
16/06/1997,20681.07,4745.1,893.9
17/06/1997,20593.66,4682.2,894.42
18/06/1997,20497.85,4657,889.06
19/06/1997,20507.85,4653.7,897.99
20/06/1997,20385.54,4593.9,898.7
23/06/1997,20436.14,4575.8,878.62
24/06/1997,20341.93,4596.3,896.34
25/06/1997,20679.27,4640,888.99
26/06/1997,20624.76,4657.9,883.68
27/06/1997,20523.75,4640.3,887.3
30/06/1997,20604.96,4604.6,885.14
01/07/1997,20175.52,4728.3,891.03
02/07/1997,20196.42,4751.4,904.03
03/07/1997,20121.41,4831.7,916.92
04/07/1997,19968,4812.8,916.92
07/07/1997,19705.17,4810.7,912.2
08/07/1997,19853.89,4758.5,918.75
09/07/1997,19697.17,4762.4,907.54
10/07/1997,19754.78,4767.8,913.78
11/07/1997,19875.49,4799.5,916.68
14/07/1997,20228.72,4857.4,918.38
15/07/1997,20069.41,4899.3,925.76
16/07/1997,20358.74,4964.2,936.59
17/07/1997,20519.25,4949,931.61
18/07/1997,20249.32,4877.2,915.3
21/07/1997,20249.32,4805.7,912.94
22/07/1997,20157.02,4846.7,933.98
23/07/1997,20130.51,4874.5,936.56
24/07/1997,20286.23,4862.9,940.3
